UWI,Date,Oil_Volume_m3,Water_Volume_m3,Gas_Volume_e3m3
100/15-30-010-122W1/00,2025/11/12,47.66,22.37,2.38
100/15-30-010-122W1/00,2025/11/13,46.04,23.3,2.3
100/15-30-010-122W1/00,2025/11/14,44.92,22.34,2.25
100/15-30-010-122W1/00,2025/11/15,45.4,24.34,2.27
100/15-30-010-122W1/00,2025/11/16,46.78,16.47,2.34
100/15-30-010-122W1/00,2025/11/17,46.88,36.31,2.34
100/15-30-010-122W1/00,2025/11/18,48.12,13.48,2.41
100/15-30-010-122W1/00,2025/11/19,47.2,15.59,2.36
100/15-30-010-122W1/00,2025/11/20,45.88,4.78,2.29
100/15-30-010-122W1/00,2025/11/21,47.82,30.59,2.39
100/15-30-010-122W1/00,2025/11/22,46.42,5.86,2.32
100/15-30-010-122W1/00,2025/11/23,48.13,25.23,2.41
100/15-30-010-122W1/00,2025/11/24,45.65,30.67,2.28
100/15-30-010-122W1/00,2025/11/25,45.98,25.98,2.3
100/15-30-010-122W1/00,2025/11/26,46.54,33.96,2.33
100/15-30-010-122W1/00,2025/11/27,47.81,10.1,2.39
100/15-30-010-122W1/00,2025/11/28,48.38,20.35,2.42
100/15-30-010-122W1/00,2025/11/29,48.11,9.39,2.41
100/15-30-010-122W1/00,2025/11/30,48.54,24.44,2.43
100/15-30-010-122W1/00,2025/12/1,44.81,12.63,2.24
100/15-30-010-122W1/00,2025/12/2,46.58,6.93,2.33
100/15-30-010-122W1/00,2025/12/3,46.2,19.95,2.31
100/15-30-010-122W1/00,2025/12/4,47.41,6.31,2.37
100/15-30-010-122W1/00,2025/12/5,44.38,17.58,2.22
100/15-30-010-122W1/00,2025/12/6,47.53,12.17,2.38
100/15-30-010-122W1/00,2025/12/7,46.29,19.09,2.31
100/15-30-010-122W1/00,2025/12/8,47.3,24.84,2.37
100/15-30-010-122W1/00,2025/12/9,45.92,30.58,2.3
100/15-30-010-122W1/00,2025/12/10,47.82,13.47,2.39
100/15-30-010-122W1/00,2025/12/11,47.04,11.71,2.35
100/15-30-010-122W1/00,2025/12/12,45.29,26.05,2.26
100/15-30-010-122W1/00,2025/12/13,46.96,31.91,2.35
100/15-30-010-122W1/00,2025/12/14,44.13,7.52,2.21
100/15-30-010-122W1/00,2025/12/15,45.29,11.52,2.26
100/15-30-010-122W1/00,2025/12/16,46.82,17.3,2.34
100/15-30-010-122W1/00,2025/12/17,47.12,28.95,2.36
100/15-30-010-122W1/00,2025/12/18,45.04,24.83,2.25
100/15-30-010-122W1/00,2025/12/19,46.32,30.23,2.32
100/15-30-010-122W1/00,2025/12/20,46.34,6.44,2.32
100/15-30-010-122W1/00,2025/12/21,47.26,33.47,2.36
100/15-30-010-122W1/00,2025/12/22,44.41,5.41,2.22
100/15-30-010-122W1/00,2025/12/23,45.35,12.91,2.27
100/15-30-010-122W1/00,2025/12/24,45.43,25.26,2.27
100/15-30-010-122W1/00,2025/12/25,46.66,32.54,2.33
100/15-30-010-122W1/00,2025/12/26,44.94,18.24,2.25
100/15-30-010-122W1/00,2025/12/27,45.07,16.53,2.25
100/15-30-010-122W1/00,2025/12/28,45.29,34.68,2.26
100/15-30-010-122W1/00,2025/12/29,45.68,25.19,2.28
100/15-30-010-122W1/00,2025/12/30,46.48,27.66,2.32
100/15-30-010-122W1/00,2025/12/31,44.28,32.79,2.21
100/15-30-010-122W1/00,2026/1/1,46.23,5.7,2.31
100/14-15-010-123W1/00,2025/1/1,53.67,13.25,2.68
100/14-15-010-123W1/00,2025/1/2,55.35,27.48,2.77
100/14-15-010-123W1/00,2025/1/3,55.16,41.97,2.76
100/14-15-010-123W1/00,2025/1/4,50.35,37.95,2.52
100/14-15-010-123W1/00,2025/1/5,50.5,7.01,2.52
100/14-15-010-123W1/00,2025/1/6,53.52,20.43,2.68
100/14-15-010-123W1/00,2025/1/7,0,0,0
100/14-15-010-123W1/00,2025/1/8,51.63,13.02,2.58
100/14-15-010-123W1/00,2025/1/9,51.71,26.86,2.59
100/14-15-010-123W1/00,2025/1/10,51.83,18.76,2.59
100/14-15-010-123W1/00,2025/1/11,55.13,14.51,2.76
100/14-15-010-123W1/00,2025/1/12,53.69,5.58,2.68
100/14-15-010-123W1/00,2025/1/13,53.9,31.14,2.69
100/14-15-010-123W1/00,2025/1/14,52.79,14.64,2.64
100/14-15-010-123W1/00,2025/1/15,54.22,39.44,2.71
100/14-15-010-123W1/00,2025/1/16,53.91,33.36,2.7
100/14-15-010-123W1/00,2025/1/17,51.95,20.57,2.6
100/14-15-010-123W1/00,2025/1/18,54.08,9,2.7
100/14-15-010-123W1/00,2025/1/19,53.63,34.88,2.68
100/14-15-010-123W1/00,2025/1/20,52.35,36.66,2.62
100/14-15-010-123W1/00,2025/1/21,51.78,34.33,2.59
100/14-15-010-123W1/00,2025/1/22,54,17.16,2.7
100/14-15-010-123W1/00,2025/1/23,0,0,0
100/14-15-010-123W1/00,2025/1/24,53.03,13.25,2.65
100/14-15-010-123W1/00,2025/1/25,52.06,21.97,2.6
100/14-15-010-123W1/00,2025/1/26,52.93,22.05,2.65
100/14-15-010-123W1/00,2025/1/27,53.86,21.54,2.69
100/14-15-010-123W1/00,2025/1/28,51.99,28.76,2.6
100/14-15-010-123W1/00,2025/1/29,53.35,30.35,2.67
100/14-15-010-123W1/00,2025/1/30,51.33,39.7,2.57
100/14-15-010-123W1/00,2025/1/31,52.1,16.48,2.6
100/14-15-010-123W1/00,2025/2/1,49.31,6.52,2.47
100/14-15-010-123W1/00,2025/2/2,51.26,17.37,2.56
100/14-15-010-123W1/00,2025/2/3,52.6,12.67,2.63
100/14-15-010-123W1/00,2025/2/4,53.87,27.62,2.69
100/14-15-010-123W1/00,2025/2/5,53.01,24.79,2.65
100/14-15-010-123W1/00,2025/2/6,49.91,18.86,2.5
100/14-15-010-123W1/00,2025/2/7,49.12,12.42,2.46
100/14-15-010-123W1/00,2025/2/8,49.38,26.7,2.47
100/14-15-010-123W1/00,2025/2/9,51.82,19.08,2.59
100/14-15-010-123W1/00,2025/2/10,51.65,29.86,2.58
100/14-15-010-123W1/00,2025/2/11,51.88,23.36,2.59
100/14-15-010-123W1/00,2025/2/12,51.83,30.23,2.59
100/14-15-010-123W1/00,2025/2/13,51.53,10.78,2.58
100/14-15-010-123W1/00,2025/2/14,49.82,37.05,2.49
100/14-15-010-123W1/00,2025/2/15,51.27,14.17,2.56
100/14-15-010-123W1/00,2025/2/16,52.98,38.41,2.65
100/14-15-010-123W1/00,2025/2/17,52.42,21.63,2.62
100/14-15-010-123W1/00,2025/2/18,52.07,27.6,2.6
100/14-15-010-123W1/00,2025/2/19,48.65,15.71,2.43
100/14-15-010-123W1/00,2025/2/20,49.9,22.54,2.5
100/14-15-010-123W1/00,2025/2/21,50.44,18.03,2.52
100/14-15-010-123W1/00,2025/2/22,51.2,28.55,2.56
100/14-15-010-123W1/00,2025/2/23,49.74,5.71,2.49
100/14-15-010-123W1/00,2025/2/24,49.39,7.2,2.47
100/14-15-010-123W1/00,2025/2/25,53.05,9.05,2.65
100/14-15-010-123W1/00,2025/2/26,48.57,27.63,2.43
100/14-15-010-123W1/00,2025/2/27,52.48,9.43,2.62
100/14-15-010-123W1/00,2025/2/28,48.34,18.62,2.42
100/14-15-010-123W1/00,2025/3/1,51.77,31.37,2.59
100/14-15-010-123W1/00,2025/3/2,52.24,21.66,2.61
100/14-15-010-123W1/00,2025/3/3,51.96,15.37,2.6
100/14-15-010-123W1/00,2025/3/4,48.34,25.44,2.42
100/14-15-010-123W1/00,2025/3/5,48.97,29.82,2.45
100/14-15-010-123W1/00,2025/3/6,52.23,26.61,2.61
100/14-15-010-123W1/00,2025/3/7,51.35,14.4,2.57
100/14-15-010-123W1/00,2025/3/8,49.93,5.66,2.5
100/14-15-010-123W1/00,2025/3/9,49.86,8.76,2.49
100/14-15-010-123W1/00,2025/3/10,49.76,30.44,2.49
100/14-15-010-123W1/00,2025/3/11,50.13,21.67,2.51
100/14-15-010-123W1/00,2025/3/12,48.32,9.79,2.42
100/14-15-010-123W1/00,2025/3/13,49.63,32.42,2.48
100/14-15-010-123W1/00,2025/3/14,48.24,22.06,2.41
100/14-15-010-123W1/00,2025/3/15,49.34,23.67,2.47
100/14-15-010-123W1/00,2025/3/16,51.22,37.53,2.56
100/14-15-010-123W1/00,2025/3/17,0,0,0
100/14-15-010-123W1/00,2025/3/18,49.29,27.08,2.46
100/14-15-010-123W1/00,2025/3/19,51.53,39.06,2.58
100/14-15-010-123W1/00,2025/3/20,51.24,22.4,2.56
100/14-15-010-123W1/00,2025/3/21,50.85,8.4,2.54
100/14-15-010-123W1/00,2025/3/22,50.24,35.81,2.51
100/14-15-010-123W1/00,2025/3/23,49.44,8.17,2.47
100/14-15-010-123W1/00,2025/3/24,48.44,8.36,2.42
100/14-15-010-123W1/00,2025/3/25,48.27,37.8,2.41
100/14-15-010-123W1/00,2025/3/26,47.61,20.63,2.38
100/14-15-010-123W1/00,2025/3/27,49.14,23.34,2.46
100/14-15-010-123W1/00,2025/3/28,50.05,22.07,2.5
100/14-15-010-123W1/00,2025/3/29,50.64,13.23,2.53
100/14-15-010-123W1/00,2025/3/30,50.04,39.25,2.5
100/14-15-010-123W1/00,2025/3/31,47.82,10.03,2.39
100/14-15-010-123W1/00,2025/4/1,48.11,19.09,2.41
100/14-15-010-123W1/00,2025/4/2,47.8,6.49,2.39
100/14-15-010-123W1/00,2025/4/3,50.6,22.71,2.53
100/14-15-010-123W1/00,2025/4/4,48.84,14.32,2.44
100/14-15-010-123W1/00,2025/4/5,49.73,23.64,2.49
100/14-15-010-123W1/00,2025/4/6,49.98,30.39,2.5
100/14-15-010-123W1/00,2025/4/7,50.16,23.72,2.51
100/14-15-010-123W1/00,2025/4/8,48.83,25.82,2.44
100/14-15-010-123W1/00,2025/4/9,48.2,16.14,2.41
100/14-15-010-123W1/00,2025/4/10,46.57,9.87,2.33
100/14-15-010-123W1/00,2025/4/11,47.9,34.78,2.39
100/14-15-010-123W1/00,2025/4/12,48.06,15.29,2.4
100/14-15-010-123W1/00,2025/4/13,46.24,10.99,2.31
100/14-15-010-123W1/00,2025/4/14,50.76,25.36,2.54
100/14-15-010-123W1/00,2025/4/15,47.23,10.27,2.36
100/14-15-010-123W1/00,2025/4/16,49.73,22.23,2.49
100/14-15-010-123W1/00,2025/4/17,47.43,23.13,2.37
100/14-15-010-123W1/00,2025/4/18,47.28,26.31,2.36
100/14-15-010-123W1/00,2025/4/19,48.72,33.94,2.44
100/14-15-010-123W1/00,2025/4/20,50.03,7.79,2.5
100/14-15-010-123W1/00,2025/4/21,48.6,23.89,2.43
100/14-15-010-123W1/00,2025/4/22,49.46,38.64,2.47
100/14-15-010-123W1/00,2025/4/23,49.88,24.43,2.49
100/14-15-010-123W1/00,2025/4/24,46.39,30.36,2.32
100/14-15-010-123W1/00,2025/4/25,49.73,28.44,2.49
100/14-15-010-123W1/00,2025/4/26,46.37,31.14,2.32
100/14-15-010-123W1/00,2025/4/27,47.14,19.36,2.36
100/14-15-010-123W1/00,2025/4/28,47,7.65,2.35
100/14-15-010-123W1/00,2025/4/29,47.19,16.23,2.36
100/14-15-010-123W1/00,2025/4/30,49.58,12.51,2.48
100/14-15-010-123W1/00,2025/5/1,49.45,6.15,2.47
100/14-15-010-123W1/00,2025/5/2,47.17,26.44,2.36
100/14-15-010-123W1/00,2025/5/3,48.48,13.48,2.42
100/14-15-010-123W1/00,2025/5/4,0,0,0
100/14-15-010-123W1/00,2025/5/5,45.89,17.19,2.29
100/14-15-010-123W1/00,2025/5/6,46.03,32.49,2.3
100/14-15-010-123W1/00,2025/5/7,46.74,26.35,2.34
100/14-15-010-123W1/00,2025/5/8,46.61,28.6,2.33
100/14-15-010-123W1/00,2025/5/9,45.88,30.52,2.29
100/14-15-010-123W1/00,2025/5/10,47.24,22.14,2.36
100/14-15-010-123W1/00,2025/5/11,47.25,18.52,2.36
100/14-15-010-123W1/00,2025/5/12,45.5,23.43,2.28
100/14-15-010-123W1/00,2025/5/13,48,34.4,2.4
100/14-15-010-123W1/00,2025/5/14,46,32.01,2.3
100/14-15-010-123W1/00,2025/5/15,48.02,9.77,2.4
100/14-15-010-123W1/00,2025/5/16,47.22,13.6,2.36
100/14-15-010-123W1/00,2025/5/17,47.87,5.19,2.39
100/14-15-010-123W1/00,2025/5/18,47.1,11.97,2.36
100/14-15-010-123W1/00,2025/5/19,45.94,13.5,2.3
100/14-15-010-123W1/00,2025/5/20,47.65,35.74,2.38
100/14-15-010-123W1/00,2025/5/21,46.3,6.8,2.31
100/14-15-010-123W1/00,2025/5/22,46.49,27.66,2.32
100/14-15-010-123W1/00,2025/5/23,48.3,22.91,2.42
100/14-15-010-123W1/00,2025/5/24,44.69,20.56,2.23
100/14-15-010-123W1/00,2025/5/25,47.08,5.47,2.35
100/14-15-010-123W1/00,2025/5/26,45.63,12.52,2.28
100/14-15-010-123W1/00,2025/5/27,46.72,29.73,2.34
100/14-15-010-123W1/00,2025/5/28,46.2,21.92,2.31
100/14-15-010-123W1/00,2025/5/29,48.37,33.66,2.42
100/14-15-010-123W1/00,2025/5/30,44.08,32.21,2.2
100/14-15-010-123W1/00,2025/5/31,45.17,9.33,2.26
100/14-15-010-123W1/00,2025/6/1,47.72,24.13,2.39
100/14-15-010-123W1/00,2025/6/2,45.03,19.81,2.25
100/14-15-010-123W1/00,2025/6/3,47.74,29.12,2.39
100/14-15-010-123W1/00,2025/6/4,47.43,16.28,2.37
100/14-15-010-123W1/00,2025/6/5,46.65,24.56,2.33
100/14-15-010-123W1/00,2025/6/6,46.85,6.93,2.34
100/14-15-010-123W1/00,2025/6/7,46.82,14.38,2.34
100/14-15-010-123W1/00,2025/6/8,44.29,17.41,2.21
100/14-15-010-123W1/00,2025/6/9,44.99,21.24,2.25
100/14-15-010-123W1/00,2025/6/10,43.7,31.92,2.19
100/14-15-010-123W1/00,2025/6/11,47.59,6.06,2.38
100/14-15-010-123W1/00,2025/6/12,45.04,15.4,2.25
100/14-15-010-123W1/00,2025/6/13,43.57,23.91,2.18
100/14-15-010-123W1/00,2025/6/14,47.25,30.48,2.36
100/14-15-010-123W1/00,2025/6/15,44.42,24.17,2.22
100/14-15-010-123W1/00,2025/6/16,44.27,23.85,2.21
100/14-15-010-123W1/00,2025/6/17,47.43,24.44,2.37
100/14-15-010-123W1/00,2025/6/18,47.88,23.13,2.39
100/14-15-010-123W1/00,2025/6/19,47.43,12.52,2.37
100/14-15-010-123W1/00,2025/6/20,46.13,7.71,2.31
100/14-15-010-123W1/00,2025/6/21,45.13,21.81,2.26
100/14-15-010-123W1/00,2025/6/22,44.17,16.04,2.21
100/14-15-010-123W1/00,2025/6/23,45.89,27.96,2.29
100/14-15-010-123W1/00,2025/6/24,44.2,23.63,2.21
100/14-15-010-123W1/00,2025/6/25,43.83,16.83,2.19
100/14-15-010-123W1/00,2025/6/26,47.46,32.96,2.37
100/14-15-010-123W1/00,2025/6/27,46.99,28.89,2.35
100/14-15-010-123W1/00,2025/6/28,43.18,18.1,2.16
100/14-15-010-123W1/00,2025/6/29,45.53,10.14,2.28
100/14-15-010-123W1/00,2025/6/30,44.29,12.53,2.21
100/14-15-010-123W1/00,2025/7/1,45.14,31.52,2.26
100/14-15-010-123W1/00,2025/7/2,46.54,33.44,2.33
100/14-15-010-123W1/00,2025/7/3,44.29,6.22,2.21
100/14-15-010-123W1/00,2025/7/4,42.99,26.6,2.15
100/14-15-010-123W1/00,2025/7/5,46.92,18.47,2.35
100/14-15-010-123W1/00,2025/7/6,43.89,13.58,2.19
100/14-15-010-123W1/00,2025/7/7,47.06,21.75,2.35
100/14-15-010-123W1/00,2025/7/8,46.07,30.27,2.3
100/14-15-010-123W1/00,2025/7/9,44.23,10.37,2.21
100/14-15-010-123W1/00,2025/7/10,46.76,29.13,2.34
100/14-15-010-123W1/00,2025/7/11,43.52,34.47,2.18
100/14-15-010-123W1/00,2025/7/12,46.15,16.1,2.31
100/14-15-010-123W1/00,2025/7/13,46.06,7.53,2.3
100/14-15-010-123W1/00,2025/7/14,46.55,27.44,2.33
100/14-15-010-123W1/00,2025/7/15,45.65,6.5,2.28
100/14-15-010-123W1/00,2025/7/16,44.42,15.89,2.22
100/14-15-010-123W1/00,2025/7/17,45.67,5.04,2.28
100/14-15-010-123W1/00,2025/7/18,42.16,6.08,2.11
100/14-15-010-123W1/00,2025/7/19,45.85,9.24,2.29
100/14-15-010-123W1/00,2025/7/20,45.09,11.75,2.25
100/14-15-010-123W1/00,2025/7/21,46.08,21.13,2.3
100/14-15-010-123W1/00,2025/7/22,44.78,23.04,2.24
100/14-15-010-123W1/00,2025/7/23,0,0,0
100/14-15-010-123W1/00,2025/7/24,43.08,18,2.15
100/14-15-010-123W1/00,2025/7/25,45.82,24.21,2.29
100/14-15-010-123W1/00,2025/7/26,44.18,7.2,2.21
100/14-15-010-123W1/00,2025/7/27,45.43,10.72,2.27
100/14-15-010-123W1/00,2025/7/28,43.23,16.09,2.16
100/14-15-010-123W1/00,2025/7/29,42.33,11.67,2.12
100/14-15-010-123W1/00,2025/7/30,43.4,23.55,2.17
100/14-15-010-123W1/00,2025/7/31,44.07,12.08,2.2
100/14-15-010-123W1/00,2025/8/1,41.73,16.78,2.09
100/14-15-010-123W1/00,2025/8/2,42.39,11.85,2.12
100/14-15-010-123W1/00,2025/8/3,41.86,14.38,2.09
100/14-15-010-123W1/00,2025/8/4,43.06,18.19,2.15
100/14-15-010-123W1/00,2025/8/5,44.31,33.89,2.22
100/14-15-010-123W1/00,2025/8/6,44.9,34.4,2.25
100/14-15-010-123W1/00,2025/8/7,44.09,31.79,2.2
100/14-15-010-123W1/00,2025/8/8,45.62,7.77,2.28
100/14-15-010-123W1/00,2025/8/9,45.58,16.67,2.28
100/14-15-010-123W1/00,2025/8/10,41.42,24.29,2.07
100/14-15-010-123W1/00,2025/8/11,42.91,4.93,2.15
100/14-15-010-123W1/00,2025/8/12,0,0,0
100/14-15-010-123W1/00,2025/8/13,41.41,27.47,2.07
100/14-15-010-123W1/00,2025/8/14,41.66,12.96,2.08
100/14-15-010-123W1/00,2025/8/15,43.37,33.38,2.17
100/14-15-010-123W1/00,2025/8/16,43.99,20.1,2.2
100/14-15-010-123W1/00,2025/8/17,42.75,11.15,2.14
100/14-15-010-123W1/00,2025/8/18,44.67,20.04,2.23
100/14-15-010-123W1/00,2025/8/19,43.3,8.37,2.16
100/14-15-010-123W1/00,2025/8/20,0,0,0
100/14-15-010-123W1/00,2025/8/21,44.43,33.27,2.22
100/14-15-010-123W1/00,2025/8/22,44.02,6.7,2.2
100/14-15-010-123W1/00,2025/8/23,41.34,17.11,2.07
100/14-15-010-123W1/00,2025/8/24,42,23.25,2.1
100/14-15-010-123W1/00,2025/8/25,43.12,16.76,2.16
100/14-15-010-123W1/00,2025/8/26,41.01,10.88,2.05
100/14-15-010-123W1/00,2025/8/27,43.3,28.45,2.17
100/14-15-010-123W1/00,2025/8/28,42.27,28.38,2.11
100/14-15-010-123W1/00,2025/8/29,41.09,18.52,2.05
100/14-15-010-123W1/00,2025/8/30,43.1,25.85,2.16
100/14-15-010-123W1/00,2025/8/31,42.33,11.3,2.12
100/14-15-010-123W1/00,2025/9/1,44.19,13.12,2.21
100/14-15-010-123W1/00,2025/9/2,41.51,7.17,2.08
100/14-15-010-123W1/00,2025/9/3,42.69,33.36,2.13
100/14-15-010-123W1/00,2025/9/4,41.29,8.95,2.06
100/14-15-010-123W1/00,2025/9/5,41.14,26.07,2.06
100/14-15-010-123W1/00,2025/9/6,44.52,20.74,2.23
100/14-15-010-123W1/00,2025/9/7,41.77,24.36,2.09
100/14-15-010-123W1/00,2025/9/8,41.61,11.88,2.08
100/14-15-010-123W1/00,2025/9/9,41.41,16.79,2.07
100/14-15-010-123W1/00,2025/9/10,40.5,9.32,2.03
100/14-15-010-123W1/00,2025/9/11,43.03,16.55,2.15
100/14-15-010-123W1/00,2025/9/12,43.06,10.09,2.15
100/14-15-010-123W1/00,2025/9/13,43.16,23.44,2.16
100/14-15-010-123W1/00,2025/9/14,43.11,6.02,2.16
100/14-15-010-123W1/00,2025/9/15,41.11,20.57,2.06
100/14-15-010-123W1/00,2025/9/16,43.45,18.96,2.17
100/14-15-010-123W1/00,2025/9/17,43.22,31.41,2.16
100/14-15-010-123W1/00,2025/9/18,40.47,28.26,2.02
100/14-15-010-123W1/00,2025/9/19,42.37,31.56,2.12
100/14-15-010-123W1/00,2025/9/20,40.78,18.73,2.04
100/14-15-010-123W1/00,2025/9/21,41.61,22.63,2.08
100/14-15-010-123W1/00,2025/9/22,42.26,28.55,2.11
100/14-15-010-123W1/00,2025/9/23,42.57,27.72,2.13
100/14-15-010-123W1/00,2025/9/24,40.98,4.49,2.05
100/14-15-010-123W1/00,2025/9/25,40.96,14.34,2.05
100/14-15-010-123W1/00,2025/9/26,41.64,24.64,2.08
100/14-15-010-123W1/00,2025/9/27,41.16,23.22,2.06
100/14-15-010-123W1/00,2025/9/28,40.72,6.83,2.04
100/14-15-010-123W1/00,2025/9/29,42.27,23.4,2.11
100/14-15-010-123W1/00,2025/9/30,42.81,21.24,2.14
100/14-15-010-123W1/00,2025/10/1,43.42,33.43,2.17
100/14-15-010-123W1/00,2025/10/2,39.39,28.36,1.97
100/14-15-010-123W1/00,2025/10/3,42.83,12.68,2.14
100/14-15-010-123W1/00,2025/10/4,39.43,25.23,1.97
100/14-15-010-123W1/00,2025/10/5,40.94,27.52,2.05
100/14-15-010-123W1/00,2025/10/6,39.23,14.99,1.96
100/14-15-010-123W1/00,2025/10/7,41.94,32.64,2.1
100/14-15-010-123W1/00,2025/10/8,40.06,13.97,2
100/14-15-010-123W1/00,2025/10/9,40.02,19.73,2
100/14-15-010-123W1/00,2025/10/10,42.22,29.86,2.11
100/14-15-010-123W1/00,2025/10/11,41.74,20.22,2.09
100/14-15-010-123W1/00,2025/10/12,40.11,19.13,2.01
100/14-15-010-123W1/00,2025/10/13,42.28,6.27,2.11
100/14-15-010-123W1/00,2025/10/14,40.32,7.37,2.02
100/14-15-010-123W1/00,2025/10/15,40.52,24.53,2.03
100/14-15-010-123W1/00,2025/10/16,41.93,9.46,2.1
100/14-15-010-123W1/00,2025/10/17,40.42,17.46,2.02
100/14-15-010-123W1/00,2025/10/18,39.92,29.01,2
100/14-15-010-123W1/00,2025/10/19,41.1,11.02,2.06
100/14-15-010-123W1/00,2025/10/20,41.86,12.87,2.09
100/14-15-010-123W1/00,2025/10/21,41.54,20.51,2.08
100/14-15-010-123W1/00,2025/10/22,40.97,6.45,2.05
100/14-15-010-123W1/00,2025/10/23,40.51,16.48,2.03
100/14-15-010-123W1/00,2025/10/24,38.66,10.67,1.93
100/14-15-010-123W1/00,2025/10/25,38.68,11.33,1.93
100/14-15-010-123W1/00,2025/10/26,39.59,22.35,1.98
100/14-15-010-123W1/00,2025/10/27,40.9,32.27,2.04
100/14-15-010-123W1/00,2025/10/28,41.86,33.42,2.09
100/14-15-010-123W1/00,2025/10/29,39.64,22.65,1.98
100/14-15-010-123W1/00,2025/10/30,39.05,16.27,1.95
100/14-15-010-123W1/00,2025/10/31,39.47,27.73,1.97
100/14-15-010-123W1/00,2025/11/1,39.65,20.72,1.98
100/14-15-010-123W1/00,2025/11/2,39.18,18.19,1.96
100/14-15-010-123W1/00,2025/11/3,39.41,5.43,1.97
100/14-15-010-123W1/00,2025/11/4,41.47,28.86,2.07
100/14-15-010-123W1/00,2025/11/5,40.56,28.35,2.03
100/14-15-010-123W1/00,2025/11/6,41.85,30.64,2.09
100/14-15-010-123W1/00,2025/11/7,39.12,8.85,1.96
100/14-15-010-123W1/00,2025/11/8,41.68,31.34,2.08
100/14-15-010-123W1/00,2025/11/9,40.39,19.99,2.02
100/14-15-010-123W1/00,2025/11/10,40.5,30.91,2.03
100/14-15-010-123W1/00,2025/11/11,38.42,4.74,1.92
100/14-15-010-123W1/00,2025/11/12,39.25,15.76,1.96
100/14-15-010-123W1/00,2025/11/13,40.89,15.31,2.04
100/14-15-010-123W1/00,2025/11/14,41.13,28.58,2.06
100/14-15-010-123W1/00,2025/11/15,39.06,26.46,1.95
100/14-15-010-123W1/00,2025/11/16,39.07,16.17,1.95
100/14-15-010-123W1/00,2025/11/17,38.45,15.28,1.92
100/14-15-010-123W1/00,2025/11/18,41.04,32.23,2.05
100/14-15-010-123W1/00,2025/11/19,38.53,24.26,1.93
100/14-15-010-123W1/00,2025/11/20,38.93,9.5,1.95
100/14-15-010-123W1/00,2025/11/21,39.3,8.8,1.96
100/14-15-010-123W1/00,2025/11/22,37.99,30.01,1.9
100/14-15-010-123W1/00,2025/11/23,39.2,24.22,1.96
100/14-15-010-123W1/00,2025/11/24,38.34,12.93,1.92
100/14-15-010-123W1/00,2025/11/25,39.98,19.19,2
100/14-15-010-123W1/00,2025/11/26,39.17,17.58,1.96
100/14-15-010-123W1/00,2025/11/27,39.52,28.52,1.98
100/14-15-010-123W1/00,2025/11/28,40.2,20.83,2.01
100/14-15-010-123W1/00,2025/11/29,39.6,4.7,1.98
100/14-15-010-123W1/00,2025/11/30,37.42,14.09,1.87
100/14-15-010-123W1/00,2025/12/1,37.64,24.67,1.88
100/14-15-010-123W1/00,2025/12/2,40.36,11.74,2.02
100/14-15-010-123W1/00,2025/12/3,38.17,20.28,1.91
100/14-15-010-123W1/00,2025/12/4,38.93,14.23,1.95
100/14-15-010-123W1/00,2025/12/5,37.58,16.56,1.88
100/14-15-010-123W1/00,2025/12/6,37.47,10.78,1.87
100/14-15-010-123W1/00,2025/12/7,0,0,0
100/14-15-010-123W1/00,2025/12/8,39.05,20.3,1.95
100/14-15-010-123W1/00,2025/12/9,40.52,6.66,2.03
100/14-15-010-123W1/00,2025/12/10,39.71,30.61,1.99
100/14-15-010-123W1/00,2025/12/11,39.4,9.28,1.97
100/14-15-010-123W1/00,2025/12/12,40.56,16.38,2.03
100/14-15-010-123W1/00,2025/12/13,40.48,7.01,2.02
100/14-15-010-123W1/00,2025/12/14,39.24,6.33,1.96
100/14-15-010-123W1/00,2025/12/15,37.37,19.55,1.87
100/14-15-010-123W1/00,2025/12/16,36.77,28.79,1.84
100/14-15-010-123W1/00,2025/12/17,37.72,9.65,1.89
100/14-15-010-123W1/00,2025/12/18,40.55,12.43,2.03
100/14-15-010-123W1/00,2025/12/19,40.02,21.98,2
100/14-15-010-123W1/00,2025/12/20,40.08,25.04,2
100/14-15-010-123W1/00,2025/12/21,39.07,29.13,1.95
100/14-15-010-123W1/00,2025/12/22,39.38,30.71,1.97
100/14-15-010-123W1/00,2025/12/23,36.91,10.01,1.85
100/14-15-010-123W1/00,2025/12/24,37.55,28.92,1.88
100/14-15-010-123W1/00,2025/12/25,38.21,22.59,1.91
100/14-15-010-123W1/00,2025/12/26,37.89,5.82,1.89
100/14-15-010-123W1/00,2025/12/27,39.71,23.03,1.99
100/14-15-010-123W1/00,2025/12/28,36.84,24.74,1.84
100/14-15-010-123W1/00,2025/12/29,37.81,23.06,1.89
100/14-15-010-123W1/00,2025/12/30,38.21,26.19,1.91
100/14-15-010-123W1/00,2025/12/31,38.28,9.58,1.91
100/14-15-010-123W1/00,2026/1/1,38.68,4.61,1.93
100/14-19-010-124W1/00,2025/1/1,65.09,40.03,3.25
100/14-19-010-124W1/00,2025/1/2,70.64,52.12,3.53
100/14-19-010-124W1/00,2025/1/3,64.23,35.89,3.21
100/14-19-010-124W1/00,2025/1/4,64.19,11.93,3.21
100/14-19-010-124W1/00,2025/1/5,70.11,51.5,3.51
100/14-19-010-124W1/00,2025/1/6,66.51,8.66,3.33
100/14-19-010-124W1/00,2025/1/7,68.95,45.02,3.45
100/14-19-010-124W1/00,2025/1/8,64.49,23.66,3.22
